date,index,sumHC,sumHP,vid,city,state,state_abbr,lat,long
2015-01-01T00:00:00+01:00,620.4755209185463,0.6204755209185463,0,METER000029,Williamson,USA,WV,37.7159,-82.2369
2015-01-01T00:00:00+01:00,570.7184470425149,0.5707184470425148,0,METER000030,Vaugneray,FRA,B9,45.7372,4.6587
2015-01-01T00:00:00+01:00,596.4132664667737,0.5964132664667737,0,METER000031,Caraffa Del Bianco,ITA,3,38.1,16.1
2015-01-01T00:00:00+01:00,568.0360967337016,0.5680360967337016,0,METER000032,Waarder,NLD,11,52.0611,4.8182
2015-01-01T00:00:00+01:00,571.2884911986268,0.5712884911986269,0,METER000033,Toronto,CAN,ON,43.6667,-79.4167
2015-01-01T00:00:00+01:00,599.6401036455869,0.599640103645587,0,METER000034,Cantanhede,PRT,7,40.35,-8.6
2015-01-01T00:00:00+01:00,597.2535993614512,0.5972535993614512,0,METER000035,�dsm�l,SWE,28,58.1,11.85
2015-01-01T00:00:00+01:00,610.0525647921793,0.6100525647921793,0,METER000036,Nassington,GBR,J9,52.55,-0.4167
2015-01-01T00:00:00+01:00,623.6989026811729,0.6236989026811729,0,METER000037,Whitchurch,GBR,A4,51.4069,-2.5558
2015-01-01T00:00:00+01:00,573.8007885164503,0.5738007885164503,0,METER000038,Cascavel,BRA,18,-24.95,-53.4667
2015-01-01T00:00:00+01:00,554.114337366158,0.554114337366158,0,METER000039,Miami,USA,FL,25.7743,-80.1937
2015-01-01T00:00:00+01:00,585.4519906895044,0.5854519906895045,0,METER000040,Lavall�e,FRA,B2,48.8143,5.3435
2015-01-01T00:00:00+01:00,595.7327362488907,0.5957327362488907,0,METER000041,Ploiesti,ROU,30,44.95,26.0167
2015-01-01T00:00:00+01:00,590.1083324644183,0.5901083324644183,0,METER000042,Toronto,CAN,ON,43.6667,-79.4167
2015-01-01T00:00:00+01:00,604.9793256417871,0.6049793256417871,0,METER000043,Sanliurfa,TUR,63,37.1671,38.7939
2015-01-01T00:00:00+01:00,643.7786311732394,0.6437786311732394,0,METER000044,Beechamwell,GBR,I9,52.6167,0.5833
2015-01-01T00:00:00+01:00,590.4719851543265,0.5904719851543265,0,METER000045,Oberwiesenthal,DEU,13,50.4194,12.9684
2015-01-01T00:00:00+01:00,608.5582475219542,0.6085582475219542,0,METER000046,Pannone,ITA,17,45.8774,10.9357
2015-01-01T00:00:00+01:00,581.5702260626167,0.5815702260626168,0,METER000047,Lososina Gorna,POL,46,49.7333,20.4
2015-01-01T00:00:00+01:00,609.6515651192849,0.6096515651192849,0,METER000048,Brantford,CAN,ON,43.1438,-80.26
2015-01-01T00:00:00+01:00,619.4854919603289,0.6194854919603289,0,METER000049,Langenburg,DEU,1,49.2544,9.8458
2015-01-01T00:00:00+01:00,590.9242561593226,0.5909242561593225,0,METER000050,Gr�nby,SWE,25,59.5667,16.2
2015-01-01T00:00:00+01:00,619.0285889209906,0.6190285889209907,0,METER000051,Arad,ROU,2,46.1833,21.3167
2015-01-01T00:00:00+01:00,573.9592359965252,0.5739592359965252,0,METER000052,Elst,NLD,9,51.9192,5.8417
2015-01-01T00:00:00+01:00,601.6633431359064,0.6016633431359064,0,METER000053,Yuzawa,JPN,29,36.9333,138.8167
2015-01-01T00:00:00+01:00,586.2576972568729,0.5862576972568729,0,METER000054,Pedjaten Tiga,IDN,30,-6.2767,106.8414
2015-01-01T00:00:00+01:00,602.9345888012648,0.6029345888012648,0,METER000055,Raudondvario,LTU,57,54.9333,23.8
2015-01-01T00:00:00+01:00,584.6408653110569,0.584640865311057,0,METER000056,Lentella,ITA,1,42,14.6667
2015-01-01T00:00:00+01:00,607.3791735177631,0.6073791735177632,0,METER000057,Wodonga,AUS,7,-36.1218,146.8881
2015-01-01T00:00:00+01:00,580.941655070478,0.580941655070478,0,METER000058,Prasice,SVK,6,48.6429,18.1109
2015-01-01T00:00:00+01:00,627.7343331983085,0.6277343331983085,0,METER000059,Oaxaca,MEX,20,17.0092,-96.7258
2015-01-01T00:00:00+01:00,610.2875286849376,0.6102875286849376,0,METER000060,Jevnica,SVN,4,46.0833,14.7333
2015-01-01T00:00:00+01:00,602.1248320324025,0.6021248320324025,0,METER000061,Whitechapel,GBR,I8,51.5167,-0.05
2015-01-01T00:00:00+01:00,590.4241637768745,0.5904241637768745,0,METER000062,Mattmar,SWE,7,63.3167,13.8333
2015-01-01T00:00:00+01:00,612.7330252080679,0.6127330252080679,0,METER000063,Gwelup,AUS,8,-31.8716,115.7948
2015-01-01T00:00:00+01:00,609.2000510407893,0.6092000510407893,0,METER000064,Holm,SWE,6,56.7333,12.85
2015-01-01T00:00:00+01:00,587.9842219800464,0.5879842219800464,0,METER000065,Timon,BRA,13,-5.1,-42.8167
2015-01-01T00:00:00+01:00,603.5603393122653,0.6035603393122654,0,METER000066,Roquelaure-saint-aubin,FRA,B3,43.6681,0.9811
2015-01-01T00:00:00+01:00,597.3743581812182,0.5973743581812182,0,METER000067,S�o Paulo,BRA,27,-23.4733,-46.6658
2015-01-01T00:00:00+01:00,619.2263364746417,0.6192263364746418,0,METER000068,Westertimke,DEU,6,53.2333,9.1333
2015-01-01T00:00:00+01:00,596.63037754985,0.59663037754985,0,METER000069,Antigonish,CAN,NS,45.6167,-61.9667
2015-01-01T00:00:00+01:00,574.1653431257519,0.5741653431257518,0,METER000070,Naples,USA,TX,33.191,-94.5799
2015-01-01T00:00:00+01:00,543.3793204392114,0.5433793204392113,0,METER000071,Gorenflos,FRA,B6,50.0965,2.0495
2015-01-01T00:00:00+01:00,607.6534136602797,0.6076534136602798,0,METER000072,Harold Wood,GBR,F6,51.5833,0.2333
2015-01-01T00:00:00+01:00,572.8728519833221,0.5728728519833222,0,METER000073,Ch�tel-de-joux,FRA,A6,46.5265,5.792
2015-01-01T00:00:00+01:00,615.380345975119,0.615380345975119,0,METER000074,Serock,POL,45,51.5667,22.5333
2015-01-01T00:00:00+01:00,562.6672363664974,0.5626672363664974,0,METER000075,Etobicoke,CAN,ON,43.7,-79.5667
2015-01-01T00:00:00+01:00,577.7620930742362,0.5777620930742362,0,METER000076,Bocksdorf,AUT,1,47.1333,16.1667
2015-01-01T00:00:00+01:00,620.35697348973,0.62035697348973,0,METER000077,Morlanwelz,BEL,3,50.45,4.2333
2015-01-01T00:00:00+01:00,578.9894157145902,0.5789894157145903,0,METER000078,Mississauga,CAN,ON,43.6,-79.65
2015-01-01T00:00:00+01:00,593.5438581135038,0.5935438581135039,0,METER000079,Brooks,USA,KY,38.057,-85.7758
2015-01-01T00:00:00+01:00,598.7775468210775,0.5987775468210775,0,METER000080,Ginestas,FRA,A9,43.2665,2.8704
2015-01-01T00:00:00+01:00,571.8462992156449,0.5718462992156449,0,METER000081,Cape Town,ZAF,11,-33.9167,18.4167
2015-01-01T00:00:00+01:00,550.3269344864796,0.5503269344864796,0,METER000082,Fourmile,USA,KY,36.7934,-83.7419
2015-01-01T00:00:00+01:00,569.1916610184435,0.5691916610184435,0,METER000083,S�o Paulo,BRA,27,-23.4733,-46.6658
2015-01-01T00:00:00+01:00,608.5757377131714,0.6085757377131714,0,METER000084,Kirchhain,DEU,5,50.8167,8.9667
2015-01-01T00:00:00+01:00,607.2097056373635,0.6072097056373635,0,METER000085,Bom Princ�pio,BRA,23,-27.8,-54.7667
2015-01-01T00:00:00+01:00,609.3264853327095,0.6093264853327095,0,METER000086,Rzymkowice,POL,79,50.4966,17.6778
2015-01-01T00:00:00+01:00,630.8068562033201,0.6308068562033201,0,METER000087,Samdhin,IND,36,27.1371,79.7011
2015-01-01T00:00:00+01:00,600.0587554433117,0.6000587554433118,0,METER000088,Umatilla,USA,OR,45.9005,-119.339
2015-01-01T00:00:00+01:00,608.5008316625672,0.6085008316625672,0,METER000089,Kolbudy G�rne,POL,31,54.2667,18.4667
2015-01-01T00:00:00+01:00,568.61706532961,0.56861706532961,0,METER000090,Weris,BEL,6,50.3333,5.5333
2015-01-01T00:00:00+01:00,621.3161265837996,0.6213161265837996,0,METER000091,Notz,FRA,A3,46.8819,1.7371
2015-01-01T00:00:00+01:00,595.1594084790597,0.5951594084790597,0,METER000092,Cs�voly,HUN,1,46.1892,19.1467
2015-01-01T00:00:00+01:00,575.5568966720639,0.5755568966720639,0,METER000093,San Juan De Urab�,COL,2,8.7631,-76.53
2015-01-01T00:00:00+01:00,625.3928194245286,0.6253928194245286,0,METER000094,La Galmadi�re,FRA,B5,48.25,0.3167
2015-01-01T00:00:00+01:00,606.8724660756652,0.6068724660756653,0,METER000095,Mirgaudon,FRA,A3,48.55,2.1333
2015-01-01T00:00:00+01:00,606.158569900715,0.6061585699007149,0,METER000096,Zlutice,CZE,81,50.0907,13.1628
2015-01-01T00:00:00+01:00,597.060174105185,0.597060174105185,0,METER000097,Cambes,FRA,97,44.5943,0.2875
2015-01-01T00:00:00+01:00,557.2085017834104,0.5572085017834104,0,METER000098,Lacroix-barrez,FRA,B3,44.7801,2.6376
2015-01-01T00:00:00+01:00,607.6555724273301,0.60765557242733,0,METER000099,Tamarac,BRA,30,-7.8,-34.85
2015-01-01T00:00:00+01:00,593.5423340509591,0.5935423340509591,0,METER000100,Arkhangelsk,RUS,83,55.45,41.5481
2015-01-01T00:00:00+01:00,618.7989106231001,0.6187989106231001,0,METER000101,Al Mudawwar,LBN,4,33.9,35.5333
2015-01-01T00:00:00+01:00,590.2248083036644,0.5902248083036644,0,METER000102,L�ngsele,SWE,24,63.1833,17.0667
2015-01-01T00:00:00+01:00,619.8906269031645,0.6198906269031645,0,METER000103,Civrieux,FRA,B9,45.8596,4.7132
2015-01-01T00:00:00+01:00,623.3051107627689,0.623305110762769,0,METER000104,Kleppest�,NOR,7,60.4084,5.2276
2015-01-01T00:00:00+01:00,643.1828127305705,0.6431828127305705,0,METER000105,Kramarzyny,POL,60,54.05,17.2333
2015-01-01T00:00:00+01:00,630.9506335802297,0.6309506335802297,0,METER000106,Lourmarin,FRA,B8,43.766,5.3667
2015-01-01T00:00:00+01:00,617.6664494242812,0.6176664494242812,0,METER000107,William,USA,WV,39.172,-79.4925
2015-01-01T00:00:00+01:00,586.0523461183559,0.5860523461183559,0,METER000108,Kleinst�bing,AUT,6,47.1833,15.3167
2015-01-01T00:00:00+01:00,576.2624481864217,0.5762624481864217,0,METER000109,Knud,DNK,11,55.3167,9.6
2015-01-01T00:00:00+01:00,597.9658198443057,0.5979658198443056,0,METER000110,Marmagne,FRA,A3,47.1,2.2833
2015-01-01T00:00:00+01:00,595.0059492664534,0.5950059492664534,0,METER000111,Mariendorf,DEU,12,54.3333,13.6833
2015-01-01T00:00:00+01:00,602.3731724388011,0.6023731724388012,0,METER000112,Birch Grove,CAN,NS,46.1218,-59.9527
2015-01-01T00:00:00+01:00,626.1299832956126,0.6261299832956126,0,METER000113,Cassaber,FRA,97,43.4911,-1.0108
2015-01-01T00:00:00+01:00,609.3859112228732,0.6093859112228732,0,METER000114,Morgan,USA,PA,40.3518,-80.148
2015-01-01T00:00:00+01:00,607.9617795420733,0.6079617795420733,0,METER000115,Majdan Stary,POL,75,50.3667,22.8889
2015-01-01T00:00:00+01:00,567.9492524087018,0.5679492524087018,0,METER000116,Pasuruan,IDN,8,-7.6453,112.9075
2015-01-01T00:00:00+01:00,617.3273351742184,0.6173273351742185,0,METER000117,Mystkowiec,POL,78,52.6328,21.2604
2015-01-01T00:00:00+01:00,600.6882354012221,0.6006882354012221,0,METER000118,Ch�telus,FRA,98,46.1929,3.7333
2015-01-01T00:00:00+01:00,602.2216791257638,0.6022216791257637,0,METER000119,Tanjil South,AUS,7,-38.1167,146.25
2015-01-01T00:00:00+01:00,617.6204376916128,0.6176204376916128,0,METER000120,Saucedilla,ESP,57,39.8528,-5.6778
2015-01-01T00:00:00+01:00,613.9082681323335,0.6139082681323336,0,METER000121,La Palme,FRA,0,42.9752,2.9924
2015-01-01T00:00:00+01:00,599.1219606417342,0.5991219606417342,0,METER000122,Thurleigh,GBR,Z5,52.2,-0.45
2015-01-01T00:00:00+01:00,570.8026132932195,0.5708026132932195,0,METER000123,Lekno,POL,86,52.8426,17.3015
2015-01-01T00:00:00+01:00,574.8850019151203,0.5748850019151203,0,METER000124,Santo Expedito,BRA,27,-21.8167,-51.3667
2015-01-01T00:00:00+01:00,592.4386949377258,0.5924386949377258,0,METER000125,Oxley Island,AUS,2,-31.9167,152.5667
2015-01-01T00:00:00+01:00,568.2295322792613,0.5682295322792613,0,METER000126,Mogi-mirim,BRA,27,-22.4333,-46.95
2015-01-01T00:00:00+01:00,549.6723578803811,0.5496723578803812,0,METER000127,Edmonton,CAN,AB,53.55,-113.5
2015-01-01T00:00:00+01:00,593.0599171187412,0.5930599171187412,0,METER000128,Alphaville,BRA,27,-23.4752,-46.8912
2015-01-01T00:00:00+01:00,636.8906819549934,0.6368906819549934,0,METER000129,Kipling,CAN,SK,50.1,-102.6343
2015-01-01T00:00:00+01:00,605.644964456849,0.605644964456849,0,METER000130,Arrien-en-bethmale,FRA,B3,42.8963,1.0429
2015-01-01T00:00:00+01:00,580.7317015805752,0.5807317015805752,0,METER000131,Istanbul,TUR,34,40.9077,29.2729
2015-01-01T00:00:00+01:00,573.379801356042,0.5733798013560419,0,METER000132,Lavoute,FRA,98,45.1186,3.9063
2015-01-01T00:00:00+01:00,617.2835427313092,0.6172835427313093,0,METER000133,�ngelholm,SWE,27,56.2428,12.8622
2015-01-01T00:00:00+01:00,571.4498964803812,0.5714498964803812,0,METER000134,Landsdale,AUS,8,-31.8075,115.866
2015-01-01T00:00:00+01:00,593.0216233105814,0.5930216233105814,0,METER000135,Banjole,HRV,4,44.825,13.8661
2015-01-01T00:00:00+01:00,576.560944565581,0.576560944565581,0,METER000136,Pagny-le-ch�teau,FRA,A1,47.0475,5.1948
2015-01-01T00:00:00+01:00,651.1343581318048,0.6511343581318048,0,METER000137,Possesse,FRA,A4,48.8883,4.8046
2015-01-01T00:00:00+01:00,584.0326220083434,0.5840326220083434,0,METER000138,Angelo,USA,WI,43.9708,-90.7779
2015-01-01T00:00:00+01:00,602.6655314467757,0.6026655314467757,0,METER000139,South Nutfield,GBR,E2,51.0167,-0.1333
2015-01-01T00:00:00+01:00,606.579177177639,0.6065791771776391,0,METER000140,Salem,USA,MA,42.5195,-70.8967
2015-01-01T00:00:00+01:00,598.6308979661629,0.598630897966163,0,METER000141,Kozelsk,RUS,25,54.0268,35.7177
2015-01-01T00:00:00+01:00,586.4907881208247,0.5864907881208248,0,METER000142,Moscow,RUS,48,55.7522,37.6156
2015-01-01T00:00:00+01:00,583.1096509278087,0.5831096509278088,0,METER000143,Zhablyano,BGR,58,42.4928,22.7867
2015-01-01T00:00:00+01:00,611.453858968569,0.611453858968569,0,METER000144,Lahad Datu,MYS,16,5.0434,118.346
2015-01-01T00:00:00+01:00,594.2262293518506,0.5942262293518507,0,METER000145,Moscow,RUS,48,55.7522,37.6156
2015-01-01T00:00:00+01:00,596.2260947986647,0.5962260947986647,0,METER000146,Heldenbergen,DEU,5,50.2333,8.8667
2015-01-01T00:00:00+01:00,578.6433485134994,0.5786433485134994,0,METER000147,Spratzern,AUT,3,48.1667,15.6167
2015-01-01T00:00:00+01:00,610.2552632344541,0.6102552632344541,0,METER000148,Cinto Caomaggiore,ITA,20,45.8256,12.7861
2015-01-01T00:00:00+01:00,613.6414920615292,0.6136414920615292,0,METER000149,Kulykiv,UKR,15,50.3142,24.8176
2015-01-01T00:00:00+01:00,573.7467522716715,0.5737467522716716,0,METER000150,Lauffen,AUT,4,47.6667,13.6167
2015-01-01T00:00:00+01:00,597.5790568050851,0.597579056805085,0,METER000151,Islamabad,PAK,8,33.69,73.0551
2015-01-01T00:00:00+01:00,579.4954124718346,0.5794954124718346,0,METER000152,Boliden,SWE,23,64.8667,20.3833
2015-01-01T00:00:00+01:00,591.8724150719844,0.5918724150719844,0,METER000153,Gonda,IND,36,27.1333,81.9333
2015-01-01T00:00:00+01:00,609.6800539721334,0.6096800539721333,0,METER000154,Svinn�,SVK,6,48.7833,18.1667
2015-01-01T00:00:00+01:00,604.9541814556147,0.6049541814556147,0,METER000155,Staad,CHE,15,47.4806,9.5325
2015-01-01T00:00:00+01:00,597.5881805953903,0.5975881805953903,0,METER000156,Vila Nova De Gaia,PRT,17,41.2075,-8.583
2015-01-01T00:00:00+01:00,576.9865611032491,0.5769865611032491,0,METER000157,Predmestye Zarechye,UKR,13,49.7889,30.1013
2015-01-01T00:00:00+01:00,618.7777715357979,0.6187777715357979,0,METER000158,Altwittenbek,DEU,10,54.3667,10.05
2015-01-01T00:00:00+01:00,639.5348507353796,0.6395348507353795,0,METER000159,D�llefjelde,DNK,20,54.7327,11.6909
2015-01-01T00:00:00+01:00,569.9467436198396,0.5699467436198397,0,METER000160,Morris,USA,IL,41.3926,-88.4455
2015-01-01T00:00:00+01:00,592.2577702325358,0.5922577702325358,0,METER000161,Timsbury,GBR,F2,51.0167,-1.5
2015-01-01T00:00:00+01:00,599.776543070669,0.5997765430706691,0,METER000162,Jerusalem,ISR,6,31.78,35.23
2015-01-01T00:00:00+01:00,586.6974356845756,0.5866974356845756,0,METER000163,Nancefield,ZAF,6,-26.304,27.9179
2015-01-01T00:00:00+01:00,626.9891650096813,0.6269891650096813,0,METER000164,Mazury,POL,81,52.9508,22.6157
2015-01-01T00:00:00+01:00,609.928465651244,0.609928465651244,0,METER000165,Sainte-francoise,CAN,QC,46.45,-71.9824
2015-01-01T00:00:00+01:00,611.1913114560376,0.6111913114560377,0,METER000166,Ottawa,CAN,ON,45.4167,-75.7
2015-01-01T00:00:00+01:00,599.268583220885,0.599268583220885,0,METER000167,Adelsdorf,DEU,13,51.3167,13.5833
2015-01-01T00:00:00+01:00,577.211683081989,0.577211683081989,0,METER000168,Trondheim,NOR,16,63.4167,10.4167
2015-01-01T00:00:00+01:00,570.7014184875602,0.5707014184875602,0,METER000169,Mexico,MEX,9,19.4833,-99.2
2015-01-01T00:00:00+01:00,590.0239819523349,0.590023981952335,0,METER000170,Kleinschwabhausen,DEU,15,50.9333,11.4667
2015-01-01T00:00:00+01:00,562.5862350667202,0.5625862350667202,0,METER000171,Schewetin,CZE,79,49.1,14.5833
2015-01-01T00:00:00+01:00,602.603517653461,0.6026035176534611,0,METER000172,Sfintu Gheorghe,ROU,15,45.8667,25.7833
2015-01-01T00:00:00+01:00,610.2065851319303,0.6102065851319303,0,METER000173,Jeziora Wielkie,POL,26,52.5333,18.2667
2015-01-01T00:00:00+01:00,611.2926849805066,0.6112926849805066,0,METER000174,Monte Carmelo,BRA,15,-18.7167,-47.4833
2015-01-01T00:00:00+01:00,581.4847781925173,0.5814847781925173,0,METER000175,Kaunas,LTU,57,54.9,23.9
2015-01-01T00:00:00+01:00,555.0982552374193,0.5550982552374193,0,METER000176,R�o Negro,URY,18,-32.1,-54.8667
2015-01-01T00:00:00+01:00,584.909411879841,0.5849094118798409,0,METER000177,Alby,FRA,B9,45.8185,6.0243
2015-01-01T00:00:00+01:00,612.4470664575786,0.6124470664575785,0,METER000178,Baromesnil,FRA,A7,49.983,1.4128
2015-01-01T00:00:00+01:00,584.4906981218046,0.5844906981218047,0,METER000179,Oilton,USA,OK,36.0845,-96.5836
2015-01-01T00:00:00+01:00,596.6261606803812,0.5966261606803812,0,METER000180,Nov� Cerekev,CZE,80,49.4167,15.1167
2015-01-01T00:00:00+01:00,609.1875584156411,0.6091875584156411,0,METER000181,Teju�uoca,BRA,6,-4.0167,-39.5167
2015-01-01T00:00:00+01:00,590.3036491895155,0.5903036491895155,0,METER000182,Garmisch,DEU,2,47.5,11.0833
2015-01-01T00:00:00+01:00,602.9365273597796,0.6029365273597795,0,METER000183,Elhovo,BGR,43,42.5833,25.75
2015-01-01T00:00:00+01:00,584.5146771466283,0.5845146771466283,0,METER000184,Castel Goffredo,ITA,9,45.3,10.4667
2015-01-01T00:00:00+01:00,634.0414325446652,0.6340414325446653,0,METER000185,Lazzaro,ITA,15,37.9667,15.6667
2015-01-01T00:00:00+01:00,566.957090621312,0.5669570906213119,0,METER000186,Achun,FRA,A1,47.1257,3.6784
2015-01-01T00:00:00+01:00,615.2970938658781,0.615297093865878,0,METER000187,Eloranta,FIN,15,61.7,21.85
2015-01-01T00:00:00+01:00,604.9829589863955,0.6049829589863955,0,METER000188,Xuzhuangcun,CHN,4,31.8032,120.5777
2015-01-01T00:00:00+01:00,597.8612597365307,0.5978612597365307,0,METER000189,Streefkerk,NLD,11,51.8997,4.7427
2015-01-01T00:00:00+01:00,594.4215960141311,0.594421596014131,0,METER000190,Helguera,ESP,39,43.1571,-4.0361
2015-01-01T00:00:00+01:00,607.2753618359774,0.6072753618359774,0,METER000191,Wuppertal,DEU,7,51.2569,7.1505
2015-01-01T00:00:00+01:00,590.8598872209855,0.5908598872209855,0,METER000192,Neurhede,DEU,6,53.0333,7.2167
2015-01-01T00:00:00+01:00,573.3473176675578,0.5733473176675579,0,METER000193,Craiova,ROU,17,44.3167,23.8
2015-01-01T00:00:00+01:00,559.6423673247983,0.5596423673247983,0,METER000194,Ottawa,CAN,ON,45.4167,-75.7
2015-01-01T00:00:00+01:00,595.5000497735209,0.5955000497735209,0,METER000195,Reffannes,FRA,B7,46.55,-0.189
2015-01-01T00:00:00+01:00,623.6610648011474,0.6236610648011475,0,METER000196,Salem,IND,25,11.65,78.1667
2015-01-01T00:00:00+01:00,639.3618273632143,0.6393618273632143,0,METER000197,Stapleford,GBR,H7,53.1,-0.6833
2015-01-01T00:00:00+01:00,579.8058884060769,0.5798058884060768,0,METER000198,Pniv,UKR,6,48.6178,24.5287
2015-01-01T00:00:00+01:00,571.5331993296998,0.5715331993296998,0,METER000199,S�o Mamede,PRT,13,39.3271,-9.1774
2015-01-01T00:00:00+01:00,580.0251731869785,0.5800251731869784,0,METER000200,M�za,HUN,2,46.2674,18.3972
2015-01-01T00:00:00+01:00,575.7574151318523,0.5757574151318523,0,METER000201,Victoria,CAN,BC,48.4502,-123.3435
2015-01-01T00:00:00+01:00,624.7367201980512,0.6247367201980513,0,METER000202,Sumperk,CZE,84,50.0167,16.95
2015-01-01T00:00:00+01:00,592.8994060165452,0.5928994060165452,0,METER000203,Wichita,USA,KS,37.6128,-97.3664
2015-01-01T00:00:00+01:00,642.623061525763,0.642623061525763,0,METER000204,Etzlenswenden,DEU,1,49.0667,9.3667
2015-01-01T00:00:00+01:00,588.9423226184653,0.5889423226184652,0,METER000205,Lingsfort,NLD,5,51.4833,6.2
2015-01-01T00:00:00+01:00,577.8885881460822,0.5778885881460821,0,METER000206,T�tensen,DEU,6,53.4,9.9333
2015-01-01T00:00:00+01:00,612.4930655913565,0.6124930655913565,0,METER000207,Belt-schutsloot,NLD,15,52.6711,6.0627
2015-01-01T00:00:00+01:00,598.7610028045951,0.5987610028045951,0,METER000208,Constanta,ROU,14,44.1833,28.65
2015-01-01T00:00:00+01:00,617.7138451181244,0.6177138451181243,0,METER000209,Feletto Umberto,ITA,6,46.1167,13.2428
2015-01-01T00:00:00+01:00,604.0258453222009,0.6040258453222009,0,METER000210,S�leyman,TUR,45,38.9819,27.6006
2015-01-01T00:00:00+01:00,605.6843378778894,0.6056843378778894,0,METER000211,Monte�n,MEX,18,20.9833,-105.2833
2015-01-01T00:00:00+01:00,616.7818188863469,0.6167818188863469,0,METER000212,Copenhagen,DNK,17,55.6759,12.5655
2015-01-01T00:00:00+01:00,569.8088296361657,0.5698088296361657,0,METER000213,Grivesnes,FRA,B6,49.6893,2.4722
2015-01-01T00:00:00+01:00,615.2481201389725,0.6152481201389725,0,METER000214,Chantesse,FRA,B9,45.2423,5.4461
2015-01-01T00:00:00+01:00,586.3007922234091,0.5863007922234091,0,METER000215,Quebec,CAN,QC,46.8,-71.25
2015-01-01T00:00:00+01:00,597.3326379647801,0.5973326379647802,0,METER000216,Dzerzhinsk,RUS,20,52.2803,104.3869
2015-01-01T00:00:00+01:00,599.9786211209463,0.5999786211209464,0,METER000217,Vahlberg,DEU,6,52.1333,10.7167
2015-01-01T00:00:00+01:00,657.3416266423206,0.6573416266423207,0,METER000218,Mlynky,SVK,3,48.8522,20.4301
